"Easting","Elevation","Vein_Width"
2513,6650,8.59970728349998
2523,6650,8.58559385326055
2530,6650,8.57571445209288
2540,6650,8.56160102185339
2549,6650,8.54889893463786
2557,6650,8.53760819044629
1503,6770,15.3379646861854
1505,6770,15.3351420001375
1509,6770,15.3294966280417
1510,6770,15.3280852850177
1515,6770,15.321028569898
1519,6770,15.3153831978022
1523,6770,15.3097378257064
1525,6770,15.3069151396585
1531,6770,15.2984470815148
1533,6770,15.2956243954669
1535,6770,15.2928017094191
1540,6770,15.2857449942993
1543,6770,15.2815109652275
1544,6770,15.2800996222035
1548,6770,15.2744542501077
1550,6770,15.2716315640598
1551,6770,15.2702202210359
1555,6770,15.2645748489401
1558,6770,15.2603408198682
1561,6770,15.2561067907964
1566,6770,15.2490500756767
1568,6770,15.2462273896288
1573,6770,15.239170674509
1578,6770,15.2321139593893
1582,6770,15.2264685872935
1585,6770,15.2222345582217
1589,6770,15.2165891861259
1597,6770,15.2052984419342
1600,6770,15.2010644128624
1608,6770,15.1897736686709
1613,6770,15.1827169535511
1618,6770,15.1756602384314
1624,6770,15.1671921802877
1625,6770,15.1657808372637
1626,6770,15.1643694942398
1633,6770,15.1544900930721
1635,6770,15.1516674070243
1637,6770,15.1488447209763
1643,6770,15.1403766628326
1645,6770,15.1375539767848
1652,6770,15.1276745756171
1656,6770,15.1220292035213
1664,6770,15.1107384593298
1665,6770,15.1093271163058
1666,6770,15.1079157732818
1668,6770,15.105093087234
1671,6770,15.1008590581621
1675,6770,15.0952136860663
1678,6770,15.0909796569945
1684,6770,15.0825115988508
1685,6770,15.0811002558268
1687,6770,15.0782775697789
1688,6770,15.076866226755
1693,6770,15.0698095116352
1695,6770,15.0669868255873
1697,6770,15.0641641395395
1704,6770,15.0542847383718
1705,6770,15.0528733953479
1707,6770,15.0500507093
1711,6770,15.0444053372042
1716,6770,15.0373486220844
1717,6770,15.0359372790605
1725,6770,15.0246465348689
1727,6770,15.021823848821
1733,6770,15.0133557906773
1735,6770,15.0105331046294
1736,6770,15.0091217616055
1740,6770,15.0034763895097
1743,6770,14.9992423604378
1744,6770,14.9978310174139
1750,6770,14.9893629592702
1753,6770,14.9851289301984
1754,6770,14.9837175871744
1757,6770,14.9794835581026
1761,6770,14.9738381860068
1762,6770,14.9724268429828
1766,6770,14.966781470887
1767,6770,14.9653701278631
1768,6770,14.9639587848391
1774,6770,14.9554907266955
1775,6770,14.9540793836715
1783,6770,14.9427886394799
1784,6770,14.941377296456
1789,6770,14.9343205813362
1793,6770,14.9286752092405
1797,6770,14.9230298371447
1803,6770,14.914561779001
1805,6770,14.911739092953
1812,6770,14.9018596917854
1813,6770,14.9004483487615
1816,6770,14.8962143196896
1821,6770,14.8891576045699
1825,6770,14.8835122324741
1828,6770,14.8792782034022
1835,6770,14.8693988022346
1837,6770,14.8665761161867
1843,6770,14.858108058043
1845,6770,14.8552853719951
1848,6770,14.8510513429233
1853,6770,14.8439946278036
1858,6770,14.8369379126838
1864,6770,14.8284698545401
1865,6770,14.8270585115162
1874,6770,14.8143564243006
1875,6770,14.8129450812767
1877,6770,14.8101223952288
1885,6770,14.7988316510372
1887,6770,14.7960089649893
1890,6770,14.7917749359175
1893,6770,14.7875409068456
1897,6770,14.7818955347498
1903,6770,14.7734274766061
1905,6770,14.7706047905583
1911,6770,14.7621367324145
1915,6770,14.7564913603188
1917,6770,14.7536686742708
1920,6770,14.749434645199
1926,6770,14.7409665870553
1927,6770,14.7395552440314
1930,6770,14.7353212149595
1935,6770,14.7282644998398
1937,6770,14.7254418137919
1941,6770,14.7197964416961
1945,6770,14.7141510696003
1946,6770,14.7127397265764
1950,6770,14.7070943544806
1951,6770,14.7056830114566
1955,6770,14.7000376393609
1957,6770,14.6972149533129
1960,6770,14.6929809242411
1962,6770,14.6901582381932
1963,6770,14.6887468951692
1969,6770,14.6802788370256
1970,6770,14.6788674940016
1974,6770,14.6732221219058
1977,6770,14.668988092834
1980,6770,14.6647540637621
1985,6770,14.6576973486424
1986,6770,14.6562860056184
1990,6770,14.6506406335226
1995,6770,14.6435839184029
1996,6770,14.642172575379
2005,6770,14.6294704881635
2010,6770,14.6224137730437
2015,6770,14.615357057924
2020,6770,14.6083003428042
2025,6770,14.6012436276845
2027,6770,14.5984209416366
2029,6770,14.5955982555887
2030,6770,14.5941869125647
2035,6770,14.587130197445
2037,6770,14.5843075113971
2040,6770,14.5800734823252
2041,6770,14.5786621393013
2046,6770,14.5716054241815
2049,6770,14.5673713951097
2050,6770,14.5659600520858
2053,6770,14.5617260230139
2055,6770,14.558903336966
2059,6770,14.5532579648702
2060,6770,14.5518466218463
2065,6770,14.5447899067265
2070,6770,14.5377331916068
2071,6770,14.5363218485829
2075,6770,14.5306764764871
2079,6770,14.5250311043913
2080,6770,14.5236197613673
2085,6770,14.5165630462476
2090,6770,14.5095063311279
2091,6770,14.5080949881039
2094,6770,14.5038609590321
2095,6770,14.5024496160081
2100,6770,14.4953929008884
2105,6770,14.4883361857686
2110,6770,14.4812794706489
2111,6770,14.4798681276249
2115,6770,14.4742227555291
2120,6770,14.4671660404094
2123,6770,14.4629320113376
2125,6770,14.4601093252896
2126,6770,14.4586979822657
2132,6770,14.450229924122
2133,6770,14.4488185810981
2135,6770,14.4459958950502
2142,6770,14.4361164938825
2143,6770,14.4347051508586
2145,6770,14.4318824648107
2150,6770,14.424825749691
2153,6770,14.4205917206191
2155,6770,14.4177690345712
2157,6770,14.4149463485233
2162,6770,14.4078896334036
2165,6770,14.4036556043317
2166,6770,14.4022442613078
2170,6770,14.396598889212
2171,6770,14.395187546188
2175,6770,14.3895421740922
2176,6770,14.3881308310683
2180,6770,14.3824854589725
2185,6770,14.3754287438528
2187,6770,14.3726060578049
2190,6770,14.3683720287331
2194,6770,14.3627266566372
2197,6770,14.3584926275654
2200,6770,14.3542585984936
2204,6770,14.3486132263978
2205,6770,14.3472018833738
2210,6770,14.3401451682541
2215,6770,14.3330884531343
2216,6770,14.3316771101104
2220,6770,14.3260317380146
2221,6770,14.3246203949906
2224,6770,14.3203863659188
2225,6770,14.3189750228948
2233,6770,14.3076842787033
2235,6770,14.3048615926554
2243,6770,14.2935708484638
2244,6770,14.2921595054398
2245,6770,14.2907481624159
2246,6770,14.289336819392
2250,6770,14.2836914472961
2253,6770,14.2794574182243
2255,6770,14.2766347321764
2256,6770,14.2752233891525
2257,6770,14.2738120461285
2262,6770,14.2667553310088
2265,6770,14.2625213019369
2267,6770,14.259698615889
2272,6770,14.2526419007693
2274,6770,14.2498192147214
2275,6770,14.2484078716975
2277,6770,14.2455851856495
2283,6770,14.2371171275059
2284,6770,14.2357057844819
2285,6770,14.234294441458
2286,6770,14.232883098434
2291,6770,14.2258263833143
2293,6770,14.2230036972664
2295,6770,14.2201810112185
2300,6770,14.2131242960987
2305,6770,14.206067580979
2306,6770,14.2046562379551
2310,6770,14.1990108658592
2315,6770,14.1919541507395
2317,6770,14.1891314646916
2319,6770,14.1863087786437
2324,6770,14.179252063524
2325,6770,14.1778407205001
2327,6770,14.1750180344521
2335,6770,14.1637272902606
2336,6770,14.1623159472366
2337,6770,14.1609046042126
2345,6770,14.1496138600211
2347,6770,14.1467911739732
2351,6770,14.1411458018774
2352,6770,14.1397344588535
2355,6770,14.1355004297816
2356,6770,14.1340890867576
2361,6770,14.1270323716379
2365,6770,14.1213869995421
2366,6770,14.1199756565182
2369,6770,14.1157416274463
2375,6770,14.1072735693027
2377,6770,14.1044508832547
2381,6770,14.098805511159
2384,6770,14.0945714820871
2387,6770,14.0903374530153
2391,6770,14.0846920809195
2394,6770,14.0804580518476
2397,6770,14.0762240227758
2400,6770,14.0719899937039
2403,6770,14.0677559646321
2405,6770,14.0649332785842
2410,6770,14.0578765634644
2411,6770,14.0564652204405
2415,6770,14.0508198483447
2420,6770,14.043763133225
2422,6770,14.0409404471771
2425,6770,14.0367064181052
2427,6770,14.0338837320573
2429,6770,14.0310610460094
2435,6770,14.0225929878657
2437,6770,14.0197703018179
2442,6770,14.0127135866981
2445,6770,14.0084795576263
2451,6770,14.0000114994826
2454,6770,13.9957774704108
2455,6770,13.9943661273868
2461,6770,13.9858980692431
2462,6770,13.9844867262191
2465,6770,13.9802526971473
2471,6770,13.9717846390036
2474,6770,13.9675506099318
2478,6770,13.961905237836
2479,6770,13.960493894812
2483,6770,13.9548485227162
2492,6770,13.9421464355007
2494,6770,13.9393237494528
2500,6770,13.9308556913091
2505,6770,13.9237989761894
2513,6770,13.9125082319978
2523,6770,13.8983948017583
2530,6770,13.8885154005907
2540,6770,13.8744019703512
2549,6770,13.8616998831357
2557,6770,13.8504091389441
1503,6890,20.6507656346832
1505,6890,20.6479429486353
1509,6890,20.6422975765395
1510,6890,20.6408862335155
1515,6890,20.6338295183958
1519,6890,20.6281841463
1523,6890,20.6225387742042
1525,6890,20.6197160881563
1531,6890,20.6112480300126
1533,6890,20.6084253439647
1535,6890,20.6056026579168
1540,6890,20.5985459427971
1543,6890,20.5943119137253
1544,6890,20.5929005707013
1548,6890,20.5872551986055
1550,6890,20.5844325125576
1551,6890,20.5830211695337
1555,6890,20.5773757974379
1558,6890,20.573141768366
1561,6890,20.5689077392942
1566,6890,20.5618510241745
1568,6890,20.5590283381266
1573,6890,20.5519716230068
1578,6890,20.5449149078871
1582,6890,20.5392695357913
1585,6890,20.5350355067195
1589,6890,20.5293901346237
1597,6890,20.518099390432
1600,6890,20.5138653613602
1608,6890,20.5025746171686
1613,6890,20.4955179020489
1618,6890,20.4884611869292
1624,6890,20.4799931287855
1625,6890,20.4785817857615
1626,6890,20.4771704427376
1633,6890,20.4672910415699
1635,6890,20.4644683555221
1637,6890,20.4616456694741
1643,6890,20.4531776113304
1645,6890,20.4503549252826
1652,6890,20.4404755241149
1656,6890,20.4348301520191
1664,6890,20.4235394078275
1665,6890,20.4221280648036
1666,6890,20.4207167217796
1668,6890,20.4178940357318
1671,6890,20.4136600066599
1675,6890,20.4080146345641
1678,6890,20.4037806054923
1684,6890,20.3953125473486
1685,6890,20.3939012043246
1687,6890,20.3910785182767
1688,6890,20.3896671752528
1693,6890,20.382610460133
1695,6890,20.3797877740851
1697,6890,20.3769650880373
1704,6890,20.3670856868696
1705,6890,20.3656743438457
1707,6890,20.3628516577978
1711,6890,20.357206285702
1716,6890,20.3501495705822
1717,6890,20.3487382275583
1725,6890,20.3374474833667
1727,6890,20.3346247973188
1733,6890,20.3261567391751
1735,6890,20.3233340531272
1736,6890,20.3219227101033
1740,6890,20.3162773380075
1743,6890,20.3120433089356
1744,6890,20.3106319659117
1750,6890,20.302163907768
1753,6890,20.2979298786962
1754,6890,20.2965185356722
1757,6890,20.2922845066004
1761,6890,20.2866391345046
1762,6890,20.2852277914806
1766,6890,20.2795824193848
1767,6890,20.2781710763609
1768,6890,20.2767597333369
1774,6890,20.2682916751933
1775,6890,20.2668803321693
1783,6890,20.2555895879777
1784,6890,20.2541782449538
1789,6890,20.247121529834
1793,6890,20.2414761577382
1797,6890,20.2358307856425
1803,6890,20.2273627274988
1805,6890,20.2245400414508
1812,6890,20.2146606402832
1813,6890,20.2132492972593
1816,6890,20.2090152681874
1821,6890,20.2019585530677
1825,6890,20.1963131809719
1828,6890,20.1920791519
1835,6890,20.1821997507324
1837,6890,20.1793770646845
1843,6890,20.1709090065408
1845,6890,20.1680863204929
1848,6890,20.1638522914211
1853,6890,20.1567955763014
1858,6890,20.1497388611816
1864,6890,20.1412708030379
1865,6890,20.139859460014
1874,6890,20.1271573727984
1875,6890,20.1257460297745
1877,6890,20.1229233437266
1885,6890,20.111632599535
1887,6890,20.1088099134871
1890,6890,20.1045758844153
1893,6890,20.1003418553434
1897,6890,20.0946964832476
1903,6890,20.0862284251039
1905,6890,20.083405739056
1911,6890,20.0749376809123
1915,6890,20.0692923088166
1917,6890,20.0664696227686
1920,6890,20.0622355936968
1926,6890,20.0537675355531
1927,6890,20.0523561925292
1930,6890,20.0481221634573
1935,6890,20.0410654483376
1937,6890,20.0382427622897
1941,6890,20.0325973901939
1945,6890,20.0269520180981
1946,6890,20.0255406750742
1950,6890,20.0198953029784
1951,6890,20.0184839599544
1955,6890,20.0128385878587
1957,6890,20.0100159018107
1960,6890,20.0057818727389
1962,6890,20.002959186691
1963,6890,20.001547843667
1969,6890,19.9930797855234
1970,6890,19.9916684424994
1974,6890,19.9860230704036
1977,6890,19.9817890413318
1980,6890,19.9775550122599
1985,6890,19.9704982971402
1986,6890,19.9690869541162
1990,6890,19.9634415820204
1995,6890,19.9563848669007
1996,6890,19.9549735238768
2005,6890,19.9422714366613
2010,6890,19.9352147215415
2015,6890,19.9281580064218
2020,6890,19.921101291302
2025,6890,19.9140445761823
2027,6890,19.9112218901344
2029,6890,19.9083992040865
2030,6890,19.9069878610625
2035,6890,19.8999311459428
2037,6890,19.8971084598949
2040,6890,19.892874430823
2041,6890,19.8914630877991
2046,6890,19.8844063726793
2049,6890,19.8801723436075
2050,6890,19.8787610005836
2053,6890,19.8745269715117
2055,6890,19.8717042854638
2059,6890,19.866058913368
2060,6890,19.8646475703441
2065,6890,19.8575908552243
2070,6890,19.8505341401046
2071,6890,19.8491227970807
2075,6890,19.8434774249849
2079,6890,19.8378320528891
2080,6890,19.8364207098651
2085,6890,19.8293639947454
2090,6890,19.8223072796256
2091,6890,19.8208959366017
2094,6890,19.8166619075299
2095,6890,19.8152505645059
2100,6890,19.8081938493862
2105,6890,19.8011371342664
2110,6890,19.7940804191467
2111,6890,19.7926690761227
2115,6890,19.7870237040269
2120,6890,19.7799669889072
2123,6890,19.7757329598354
2125,6890,19.7729102737874
2126,6890,19.7714989307635
2132,6890,19.7630308726198
2133,6890,19.7616195295959
2135,6890,19.758796843548
2142,6890,19.7489174423803
2143,6890,19.7475060993564
2145,6890,19.7446834133085
2150,6890,19.7376266981888
2153,6890,19.7333926691169
2155,6890,19.730569983069
2157,6890,19.7277472970211
2162,6890,19.7206905819014
2165,6890,19.7164565528295
2166,6890,19.7150452098056
2170,6890,19.7093998377098
2171,6890,19.7079884946858
2175,6890,19.70234312259
2176,6890,19.7009317795661
2180,6890,19.6952864074703
2185,6890,19.6882296923505
2187,6890,19.6854070063027
2190,6890,19.6811729772309
2194,6890,19.675527605135
2197,6890,19.6712935760632
2200,6890,19.6670595469914
2204,6890,19.6614141748956
2205,6890,19.6600028318716
2210,6890,19.6529461167519
2215,6890,19.6458894016321
2216,6890,19.6444780586082
2220,6890,19.6388326865124
2221,6890,19.6374213434884
2224,6890,19.6331873144166
2225,6890,19.6317759713926
2233,6890,19.6204852272011
2235,6890,19.6176625411532
2243,6890,19.6063717969616
2244,6890,19.6049604539376
2245,6890,19.6035491109137
2246,6890,19.6021377678898
2250,6890,19.5964923957939
2253,6890,19.5922583667221
2255,6890,19.5894356806742
2256,6890,19.5880243376503
2257,6890,19.5866129946263
2262,6890,19.5795562795066
2265,6890,19.5753222504347
2267,6890,19.5724995643868
2272,6890,19.5654428492671
2274,6890,19.5626201632192
2275,6890,19.5612088201952
2277,6890,19.5583861341473
2283,6890,19.5499180760037
2284,6890,19.5485067329797
2285,6890,19.5470953899558
2286,6890,19.5456840469318
2291,6890,19.5386273318121
2293,6890,19.5358046457642
2295,6890,19.5329819597163
2300,6890,19.5259252445965
2305,6890,19.5188685294768
2306,6890,19.5174571864529
2310,6890,19.511811814357
2315,6890,19.5047550992373
2317,6890,19.5019324131894
2319,6890,19.4991097271415
2324,6890,19.4920530120218
2325,6890,19.4906416689979
2327,6890,19.4878189829499
2335,6890,19.4765282387584
2336,6890,19.4751168957344
2337,6890,19.4737055527104
2345,6890,19.4624148085189
2347,6890,19.459592122471
2351,6890,19.4539467503752
2352,6890,19.4525354073513
2355,6890,19.4483013782794
2356,6890,19.4468900352554
2361,6890,19.4398333201357
2365,6890,19.4341879480399
2366,6890,19.432776605016
2369,6890,19.4285425759441
2375,6890,19.4200745178005
2377,6890,19.4172518317525
2381,6890,19.4116064596568
2384,6890,19.4073724305849
2387,6890,19.403138401513
2391,6890,19.3974930294173
2394,6890,19.3932590003454
2397,6890,19.3890249712736
2400,6890,19.3847909422017
2403,6890,19.3805569131299
2405,6890,19.377734227082
2410,6890,19.3706775119622
2411,6890,19.3692661689383
2415,6890,19.3636207968425
2420,6890,19.3565640817228
2422,6890,19.3537413956749
2425,6890,19.349507366603
2427,6890,19.3466846805551
2429,6890,19.3438619945072
2435,6890,19.3353939363635
2437,6890,19.3325712503157
2442,6890,19.3255145351959
2445,6890,19.3212805061241
2451,6890,19.3128124479804
2454,6890,19.3085784189086
2455,6890,19.3071670758846
2461,6890,19.2986990177409
2462,6890,19.2972876747169
2465,6890,19.2930536456451
2471,6890,19.2845855875014
2474,6890,19.2803515584296
2478,6890,19.2747061863338
2479,6890,19.2732948433098
2483,6890,19.267649471214
2492,6890,19.2549473839985
2494,6890,19.2521246979506
2500,6890,19.2436566398069
2505,6890,19.2365999246872
2513,6890,19.2253091804956
2523,6890,19.2111957502561
2530,6890,19.2013163490885
2540,6890,19.187202918849
2549,6890,19.1745008316335
2557,6890,19.1632100874419
1503,7010,25.963566583181
1505,7010,25.9607438971331
1509,7010,25.9550985250373
1510,7010,25.9536871820133
1515,7010,25.9466304668936
1519,7010,25.9409850947978
1523,7010,25.935339722702
1525,7010,25.9325170366541
1531,7010,25.9240489785104
1533,7010,25.9212262924625
1535,7010,25.9184036064146
1540,7010,25.9113468912949
1543,7010,25.9071128622231
1544,7010,25.9057015191991
1548,7010,25.9000561471033
1550,7010,25.8972334610554
1551,7010,25.8958221180314
1555,7010,25.8901767459357
1558,7010,25.8859427168638
1561,7010,25.881708687792
1566,7010,25.8746519726723
1568,7010,25.8718292866243
1573,7010,25.8647725715046
1578,7010,25.8577158563849
1582,7010,25.8520704842891
1585,7010,25.8478364552172
1589,7010,25.8421910831215
1597,7010,25.8309003389298
1600,7010,25.826666309858
1608,7010,25.8153755656664
1613,7010,25.8083188505467
1618,7010,25.801262135427
1624,7010,25.7927940772832
1625,7010,25.7913827342593
1626,7010,25.7899713912354
1633,7010,25.7800919900677
1635,7010,25.7772693040199
1637,7010,25.7744466179719
1643,7010,25.7659785598282
1645,7010,25.7631558737804
1652,7010,25.7532764726127
1656,7010,25.7476311005169
1664,7010,25.7363403563253
1665,7010,25.7349290133014
1666,7010,25.7335176702774
1668,7010,25.7306949842296
1671,7010,25.7264609551577
1675,7010,25.7208155830619
1678,7010,25.7165815539901
1684,7010,25.7081134958464
1685,7010,25.7067021528224
1687,7010,25.7038794667745
1688,7010,25.7024681237506
1693,7010,25.6954114086308
1695,7010,25.6925887225829
1697,7010,25.689766036535
1704,7010,25.6798866353674
1705,7010,25.6784752923435
1707,7010,25.6756526062956
1711,7010,25.6700072341998
1716,7010,25.66295051908
1717,7010,25.6615391760561
1725,7010,25.6502484318645
1727,7010,25.6474257458166
1733,7010,25.6389576876729
1735,7010,25.636135001625
1736,7010,25.634723658601
1740,7010,25.6290782865053
1743,7010,25.6248442574334
1744,7010,25.6234329144095
1750,7010,25.6149648562658
1753,7010,25.6107308271939
1754,7010,25.60931948417
1757,7010,25.6050854550982
1761,7010,25.5994400830024
1762,7010,25.5980287399784
1766,7010,25.5923833678826
1767,7010,25.5909720248587
1768,7010,25.5895606818347
1774,7010,25.5810926236911
1775,7010,25.5796812806671
1783,7010,25.5683905364755
1784,7010,25.5669791934516
